,Unnamed: 0,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,entities,sentiment_prediction
7056,7056,Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,iPad,0,"[{""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""i"", ""entity"": ""I-location""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""i"", ""entity"": ""I-product""}, {""word"": ""Pad"", ""entity"": ""I-product""}]",1
7057,7057,@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Apple,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120Apple"", ""entity"": ""B-location""}, {""word"": ""\u0120Store"", ""entity"": ""I-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}]",2
7061,7061,#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Doc"", ""entity"": ""I-product""}]",1
7068,7068,"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Other Google product or service,2,"[{""word"": ""google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""\u01205"", ""entity"": ""I-product""}, {""word"": ""0"", ""entity"": ""I-product""}, {""word"": ""\u0120google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""\u0120may"", ""entity"": ""I-person""}, {""word"": ""er"", ""entity"": ""I-person""}]",2
7069,7069,"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""I-person""}]",2
7070,7070,"Google Maps are so useful, how can it get any better? #sxsw",Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-product""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}]",2
7071,7071,"Native apps for iPad, etc., now have their own accessibility design guidelines. WCAG still applies. #POURSite #SXSW",iPad or iPhone App,1,"[{""word"": ""Native"", ""entity"": ""B-product""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
7072,7072,Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-corporation""}, {""word"": ""\u0120mobile"", ""entity"": ""B-product""}, {""word"": ""\u01205"", ""entity"": ""I-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",2
7073,7073,Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-corporation""}]",2
7074,7074,"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}, {""word"": ""\u0120mobile"", ""entity"": ""I-product""}]",2
7076,7076,Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7077,7077,Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""Mar"", ""entity"": ""B-person""}, {""word"": ""issa"", ""entity"": ""I-person""}, {""word"": ""Google"", ""entity"": ""I-person""}]",2
7079,7079,Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}]",2
7080,7080,Google Maps Street View car sighting!!! #SXSW   {link},Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}, {""word"": ""\u0120View"", ""entity"": ""I-product""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7081,7081,Google Maps Street View car sighting!!! #SXSW  {link},Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Maps"", ""entity"": ""I-product""}, {""word"": ""\u0120View"", ""entity"": ""I-product""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7083,7083,Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW,Google,1,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
7084,7084,#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,iPad,2,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",2
7086,7086,Google maps/traffic view has saved people 2-years of time. #sxsw,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120maps"", ""entity"": ""I-product""}]",2
7089,7089,At the popup apple store at #sxsw. Line is all the way down the block.  {link},Apple,1,"[{""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}, {""word"": ""."", ""entity"": ""I-location""}, {""word"": ""\u0120Line"", ""entity"": ""I-location""}]",1
7091,7091,@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,2,"[{""word"": ""@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
7092,7092,"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Apple,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}]",2
7095,7095,Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Apple,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}]",2
7096,7096,"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",iPad,2,"[{""word"": ""\u0120Aqu"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120internet"", ""entity"": ""B-corporation""}, {""word"": ""on"", ""entity"": ""I-corporation""}, {""word"": ""lin"", ""entity"": ""I-corporation""}, {""word"": ""ew"", ""entity"": ""I-corporation""}, {""word"": ""e"", ""entity"": ""I-corporation""}, {""word"": ""bsite"", ""entity"": ""I-corporation""}, {""word"": ""."", ""entity"": ""I-corporation""}, {""word"": ""com"", ""entity"": ""I-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",2
7100,7100,Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,iPad,2,"[{""word"": ""I"", ""entity"": ""B-product""}, {""word"": ""pad"", ""entity"": ""I-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120pers"", ""entity"": ""I-corporation""}, {""word"": ""erver"", ""entity"": ""I-corporation""}, {""word"": ""ance"", ""entity"": ""I-corporation""}]",2
7101,7101,Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-event""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120party"", ""entity"": ""I-event""}, {""word"": ""\u0120De"", ""entity"": ""B-group""}, {""word"": ""pe"", ""entity"": ""I-group""}, {""word"": ""che"", ""entity"": ""I-group""}, {""word"": ""\u0120Mode"", ""entity"": ""I-group""}]",2
7104,7104,Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,0,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120America"", ""entity"": ""B-location""}, {""word"": ""\u0120Kara"", ""entity"": ""B-person""}, {""word"": ""\u0120Sw"", ""entity"": ""I-person""}, {""word"": ""isher"", ""entity"": ""I-person""}]",0
7107,7107,"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",iPad or iPhone App,2,"[{""word"": ""\u0120@"", ""entity"": ""B-product""}, {""word"": ""ment"", ""entity"": ""I-product""}, {""word"": ""ion"", ""entity"": ""I-product""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""\u0120Ret"", ""entity"": ""I-product""}, {""word"": ""rol"", ""entity"": ""I-product""}, {""word"": ""lect"", ""entity"": ""I-product""}]",2
7109,7109,Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp,iPad or iPhone App,1,"[{""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}, {""word"": ""ian"", ""entity"": ""I-corporation""}, {""word"": ""app"", ""entity"": ""I-corporation""}]",1
7112,7112,Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""'s"", ""entity"": ""I-corporation""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
7114,7114,I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,iPhone,2,"[{""word"": ""iPhone"", ""entity"": ""B-product""}]",2
7115,7115,[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} ��� Have you tried it yet? An iPad 2 could be yours!,iPad,2,"[{""word"": ""Soft"", ""entity"": ""B-corporation""}, {""word"": ""Layer"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Blog"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Soft"", ""entity"": ""B-event""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""I-event""}, {""word"": ""x"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Server"", ""entity"": ""I-event""}, {""word"": ""\u0120Challenge"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}]",2
7116,7116,"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",iPad,0,"[{""word"": ""\u0120twitter"", ""entity"": ""B-corporation""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""t"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",0
7118,7118,"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",iPad,0,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",2
7123,7123,"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,2,"[{""word"": ""\u0120Japan"", ""entity"": ""B-location""}, {""word"": ""\u0120earthquake"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120South"", ""entity"": ""B-event""}, {""word"": ""\u0120by"", ""entity"": ""I-event""}, {""word"": ""\u0120Southwest"", ""entity"": ""I-event""}]",2
7124,7124,Hipster or hobo? Only way to tell is the iPhone. #sxsw,iPhone,2,"[{""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",2
7125,7125,It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,iPad,2,"[{""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}]",0
7126,7126,"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",iPad,0,"[{""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u0120Design"", ""entity"": ""I-product""}, {""word"": ""\u0120Head"", ""entity"": ""I-product""}, {""word"": ""aches"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
7127,7127,Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Other Apple product or service,0,"[{""word"": ""\u0120iPad"", ""entity"": ""I-product""}]",1
7134,7134,#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,0,"[{""word"": ""\u0120Jane"", ""entity"": ""B-person""}, {""word"": ""ce"", ""entity"": ""I-person""}, {""word"": ""k"", ""entity"": ""I-person""}, {""word"": ""\u0120Microsoft"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",1
7136,7136,Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Google,2,"[{""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""B-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Spe"", ""entity"": ""I-corporation""}, {""word"": ""ake"", ""entity"": ""I-corporation""}, {""word"": ""asy"", ""entity"": ""I-corporation""}]",2
7137,7137,Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},iPad,2,"[{""word"": ""\u0120#"", ""entity"": ""B-location""}, {""word"": ""S"", ""entity"": ""I-location""}, {""word"": ""X"", ""entity"": ""I-location""}, {""word"": ""SW"", ""entity"": ""I-location""}, {""word"": ""\u0120apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120store"", ""entity"": ""I-location""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""2"", ""entity"": ""I-product""}]",1
7138,7138,I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,iPad,0,"[{""word"": ""\u0120ip"", ""entity"": ""B-product""}, {""word"": ""ad"", ""entity"": ""I-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",0
7139,7139,Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,iPad,2,"[{""word"": ""\u0120Turkey"", ""entity"": ""B-event""}, {""word"": ""\u0120Bowl"", ""entity"": ""I-event""}, {""word"": ""\u0120S"", ""entity"": ""B-product""}, {""word"": ""press"", ""entity"": ""I-product""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7140,7140,wow! major win for you! ���@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerblood�۝,iPad,2,"[{""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120X"", ""entity"": ""B-product""}, {""word"": ""oom"", ""entity"": ""I-product""}, {""word"": ""\u0120JS"", ""entity"": ""B-event""}, {""word"": ""\u0120party"", ""entity"": ""I-event""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}]",2
7141,7141,"&quot;O frabjous day ! Callooh ! Callay !��_[Baaah!?]&quot;���Lewis
 Carroll ��� crowd swarms for iPad 2 launch {link} via @mention #SXSW",iPad,2,"[{""word"": ""Lewis"", ""entity"": ""B-person""}, {""word"": ""\u010a"", ""entity"": ""I-person""}, {""word"": ""\u0120Carroll"", ""entity"": ""I-person""}, {""word"": ""\u0120iPad"", ""entity"": ""B-product""}, {""word"": ""\u01202"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}, {""word"": ""S"", ""entity"": ""I-corporation""}, {""word"": ""X"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-corporation""}]",2
7147,7147,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,2,"[{""word"": ""\u0120Radical"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Media"", ""entity"": ""I-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Arcade"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Fire"", ""entity"": ""I-corporation""}, {""word"": ""sw"", ""entity"": ""I-event""}, {""word"": ""\u0120Wilderness"", ""entity"": ""B-location""}, {""word"": ""\u0120Downtown"", ""entity"": ""I-location""}]",2
7150,7150,How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,iPhone,0,"[{""word"": ""\u0120Ze"", ""entity"": ""B-person""}, {""word"": ""ld"", ""entity"": ""I-person""}, {""word"": ""man"", ""entity"": ""I-person""}, {""word"": ""\u0120Zelda"", ""entity"": ""B-creative_work""}, {""word"": ""\u0120iPhone"", ""entity"": ""B-product""}]",0
7155,7155,Google Circles at #sxsw whoooooo {link},Google,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}]",2
7158,7158,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Other Google product or service,0,"[{""word"": ""Google"", ""entity"": ""B-product""}, {""word"": ""\u0120Cir"", ""entity"": ""I-product""}, {""word"": ""cles"", ""entity"": ""I-product""}]",0
7170,7170,"Google Circles, a new social network? No #SXSW.  {link}",Other Google product or service,1,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Cir"", ""entity"": ""I-product""}, {""word"": ""cles"", ""entity"": ""I-product""}]",0
7172,7172,"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Cir"", ""entity"": ""I-product""}, {""word"": ""cles"", ""entity"": ""I-product""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",1
7174,7174,Google Circles?  #sxsw #orly?,Other Google product or service,2,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Cir"", ""entity"": ""I-product""}, {""word"": ""cles"", ""entity"": ""I-product""}]",1
7179,7179,"Google Circles' Looms, But do Google's Nerds 'Get' Social? {link} #socialmedia #sxsw",Other Google product or service,1,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""'s"", ""entity"": ""I-corporation""}, {""word"": ""ds"", ""entity"": ""I-product""}]",1
7180,7180,"Google Circles' Looms, But do Google's Nerds 'Get' Social? #SxSW | @mention {link}",Other Google product or service,1,"[{""word"": ""Google"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Google"", ""entity"": ""B-corporation""}, {""word"": ""'s"", ""entity"": ""I-corporation""}, {""word"": ""SW"", ""entity"": ""I-event""}]",1
7184,7184,"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",iPad or iPhone App,2,"[{""word"": ""\u0120L"", ""entity"": ""B-person""}, {""word"": ""any"", ""entity"": ""I-person""}, {""word"": ""rd"", ""entity"": ""I-person""}, {""word"": ""\u0120"", ""entity"": ""B-product""}, {""word"": ""iph"", ""entity"": ""I-product""}, {""word"": ""one"", ""entity"": ""I-product""}]",2
7187,7187,apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,2,"[{""word"": ""apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120store"", ""entity"": ""I-corporation""}, {""word"": ""s"", ""entity"": ""I-location""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}]",2
7188,7188,#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android App,2,"[{""word"": ""F"", ""entity"": ""B-product""}, {""word"": ""ours"", ""entity"": ""I-corporation""}, {""word"": ""qu"", ""entity"": ""I-corporation""}, {""word"": ""are"", ""entity"": ""I-corporation""}, {""word"": ""G"", ""entity"": ""B-corporation""}, {""word"": ""ow"", ""entity"": ""I-corporation""}, {""word"": ""alla"", ""entity"": ""I-corporation""}, {""word"": ""\u0120V"", ""entity"": ""B-product""}, {""word"": ""\u0120#"", ""entity"": ""B-event""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Gow"", ""entity"": ""B-corporation""}, {""word"": ""alla"", ""entity"": ""I-corporation""}, {""word"": ""\u0120#"", ""entity"": ""B-product""}, {""word"": ""Android"", ""entity"": ""B-product""}, {""word"": ""\u0120UI"", ""entity"": ""I-product""}]",2
7197,7197,"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120Austin"", ""entity"": ""B-location""}, {""word"": ""\u0120SX"", ""entity"": ""B-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}, {""word"": ""\u0120@"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-corporation""}, {""word"": ""ion"", ""entity"": ""I-corporation""}]",2
7203,7203,���Foursquare for bands&quot; just in time for #SXSW {link},iPad or iPhone App,2,"[{""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7205,7205,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,2,"[{""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""I-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""\u0120&"", ""entity"": ""I-person""}, {""word"": ""amp"", ""entity"": ""I-person""}, {""word"": "";"", ""entity"": ""I-person""}, {""word"": ""\u0120@"", ""entity"": ""B-person""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""S"", ""entity"": ""B-event""}, {""word"": ""X"", ""entity"": ""I-event""}, {""word"": ""SW"", ""entity"": ""I-event""}]",2
7207,7207,Apple Store has had a line down the block all week long at #sxsw amazing,Apple,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""x"", ""entity"": ""I-location""}, {""word"": ""sw"", ""entity"": ""I-location""}]",2
7211,7211,Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Apple,2,"[{""word"": ""Apple"", ""entity"": ""B-corporation""}, {""word"": ""ment"", ""entity"": ""I-person""}, {""word"": ""ion"", ""entity"": ""I-person""}, {""word"": ""apple"", ""entity"": ""B-corporation""}, {""word"": ""\u01206"", ""entity"": ""B-location""}, {""word"": ""th"", ""entity"": ""I-location""}, {""word"": ""\u0120congress"", ""entity"": ""B-location""}]",2
7212,7212,&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,0,"[{""word"": ""\u0120Apple"", ""entity"": ""B-corporation""}, {""word"": ""\u0120God"", ""entity"": ""B-person""}, {""word"": ""&"", ""entity"": ""I-person""}, {""word"": ""qu"", ""entity"": ""I-person""}, {""word"": ""ot"", ""entity"": ""I-person""}, {""word"": ""Guy"", ""entity"": ""I-person""}, {""word"": ""K"", ""entity"": ""I-person""}, {""word"": ""aw"", ""entity"": ""I-person""}, {""word"": ""asaki"", ""entity"": ""I-person""}]",2
